dates,result
2007-09-21 12:45:00,0.198
2007-10-03 12:40:00,0.187
2007-10-12 12:50:00,0.199
2007-11-28 13:00:00,0.412
2007-12-09 15:50:00,0.126
2008-02-06 12:15:00,0.12
2008-02-28 13:50:00,0.258
2008-03-17 12:30:00,0.133
2008-05-08 12:20:00,0.406
2008-06-04 12:00:00,0.278
2008-08-14 11:45:00,0.128
2008-09-09 11:50:00,0.236
2008-09-24 12:40:00,0.279
2008-10-21 13:10:00,0.407
2008-11-04 12:10:00,0.234
2008-12-02 13:30:00,0.141
2008-12-17 11:45:00,0.195
2009-01-08 11:45:00,0.372
2009-02-18 12:15:00,0.23
2009-03-05 10:50:00,0.283
2009-03-19 12:10:00,0.203
2009-05-11 13:30:00,0.3
2009-06-03 12:05:00,0.345
2009-07-14 10:50:00,0.293
2009-08-18 11:55:00,0.311
2009-09-03 11:45:00,0.34
2009-10-14 11:20:00,0.311
2009-11-06 11:30:00,0.326
2009-12-10 12:15:00,0.22
2010-01-18 11:40:00,0.28
2010-02-10 13:15:00,0.276
2010-03-11 12:15:00,0.235
2010-04-16 11:55:00,0.195
2010-06-08 12:35:00,0.719
2010-07-02 13:50:00,0.064
2010-08-13 12:55:00,0.256
2010-09-03 13:00:00,0.267
2010-09-30 12:40:00,1.65
2010-10-15 12:10:00,0.434
2010-11-16 12:40:00,0.28
2010-12-07 13:15:00,0.381
2011-01-14 13:50:00,0.17
2011-02-10 11:35:00,0.425
2011-03-14 13:00:00,1.6
2011-04-06 11:50:00,0.706
2011-05-16 12:22:00,0.322
2011-06-02 12:05:00,0.334
2011-07-12 12:35:00,0.476
2011-08-08 11:20:00,0.185
2011-09-02 13:05:00,0.38
2011-10-07 11:10:00,0.15
2011-12-02 12:15:00,0.391
2011-12-09 11:40:00,0.285
2012-01-05 12:45:00,0.227
2012-02-02 11:20:00,0.399
2012-02-28 11:40:00,0.631
2012-04-10 11:40:00,1.11
2012-05-18 14:06:00,0.248
2012-06-12 11:38:00,0.419
2012-07-17 15:01:00,0.622
2012-08-31 12:16:00,0.148
2012-09-10 13:04:00,0.31
2012-10-24 16:28:00,0.27
2012-11-15 09:58:00,0.307
2012-11-22 17:09:00,0.124
2013-01-16 12:02:00,0.257
2013-02-28 14:43:00,0.493
2013-03-13 12:41:00,0.394
2013-04-22 11:35:00,0.517
2013-05-02 11:26:00,0.21
2013-06-17 13:54:00,0.351
2013-07-16 11:00:00,0.068
2013-08-02 11:17:00,0.702
2013-09-06 14:25:00,0.164
2013-10-04 12:17:00,0.216
2013-10-07 12:02:00,0.153
2013-11-04 11:53:00,1.36
2013-11-27 15:05:00,0.225
2014-01-16 11:25:00,0.085
2014-02-10 11:06:00,0.15
2014-03-12 11:45:00,0.144
2014-04-23 13:46:00,0.213
2014-05-13 13:20:00,0.328
2014-06-30 09:51:00,0.142
2014-07-29 14:26:00,0.281
2014-08-12 11:08:00,0.167
2014-09-08 15:04:00,0.161
2014-10-14 12:03:00,0.452
2014-11-10 11:46:00,1.1
2014-12-09 11:08:00,0.382
2015-01-26 11:07:00,1.06
2015-02-18 14:09:00,0.183
2015-03-19 12:55:00,0.132
2015-04-21 12:24:00,0.211
2015-05-12 13:57:00,0.385
2015-06-30 13:31:00,0.078
2015-08-03 12:00:00,0.151
2015-09-01 12:58:00,0.954
2015-09-25 11:45:00,0.188
2015-10-29 14:01:00,0.111
2015-11-20 11:41:00,0.236
2015-12-07 11:48:00,0.255
2016-02-18 11:21:00,0.38
2016-03-09 14:47:00,0.144
2016-04-06 12:52:00,0.323
2016-05-03 11:22:00,0.992
2016-06-22 11:14:00,0.159
2016-07-18 12:00:00,0.106
2016-08-17 12:16:00,0.066
2016-10-19 14:40:00,0.178
2016-11-15 13:58:00,0.468
2016-12-01 11:51:00,0.451
2016-12-15 10:39:00,0.542
2016-12-29 09:17:00,0.614
2017-01-24 13:11:00,0.493
2017-02-07 13:23:00,0.291
2017-03-15 12:55:00,0.462
2017-04-27 11:27:00,0.368
2017-05-17 13:19:00,0.588
2017-06-20 12:33:00,0.06
2017-07-26 10:47:00,0.203
2017-08-23 13:23:00,0.065
2017-10-10 13:44:00,0.119
2017-10-20 10:36:00,0.166
2017-11-27 13:24:00,0.227
2017-12-14 13:05:00,0.204
2018-02-01 10:59:00,0.316
2018-02-26 12:00:00,0.278
2018-03-06 13:20:00,0.218
2018-04-27 11:30:00,0.192
2018-05-31 11:02:00,0.2
2018-06-26 12:06:00,0.103
2018-07-26 11:27:00,0.068
2018-08-23 12:10:00,0.148
2018-09-18 13:13:00,0.108
2018-10-05 11:05:00,0.117
2018-11-21 13:06:00,0.271
2018-12-06 13:16:00,0.147
2019-01-10 12:27:00,0.243
2019-02-21 11:28:00,0.164
2019-02-28 12:47:00,0.114
2019-04-29 11:56:00,0.19
2019-05-30 11:09:00,0.163
2019-06-28 10:06:00,0.118
2019-07-04 13:09:00,0.059
2019-10-25 08:26:00,0.18
2019-11-19 11:08:00,0.18
2019-12-02 12:36:00,0.16
2020-01-20 11:06:00,0.2
2020-01-24 11:46:00,0.15
2020-02-18 11:48:00,0.14
2020-03-06 10:09:00,0.13
2021-04-26 12:25:00,0.19
2021-05-27 11:36:00,0.1
2021-06-03 11:39:00,0.13
2021-07-26 12:30:00,0.17
2021-11-23 10:35:00,0.17
2021-11-30 10:58:00,0.18
2021-12-15 14:37:00,0.17
2022-01-18 11:47:00,0.21
2022-01-25 10:48:00,0.24
2022-01-31 12:13:00,0.2
2022-02-25 12:02:00,0.11
2022-04-25 13:25:00,0.071
2022-04-26 13:10:00,0.076
2022-08-26 10:27:00,0.15
2022-09-12 12:28:00,0.092
2022-09-16 14:14:00,0.12
2022-10-21 13:29:00,0.32
2022-11-23 12:47:00,0.11
