dates,result
2012-09-06 16:30:00,1.6
2012-10-01 11:04:00,3.2
2012-11-09 14:50:00,1.4
2012-11-20 11:17:00,1.6
2013-02-15 13:45:00,3.5
2013-02-18 12:34:00,3.3
2013-03-14 14:16:00,18.7
2013-04-11 11:08:00,35.2
2013-04-30 01:05:00,52.6
2013-06-10 18:51:00,2.8
2013-06-28 12:37:00,3.5
2013-08-02 10:21:00,3.1
2013-09-16 15:14:00,3.5
2013-10-21 11:17:00,5.4
2013-11-11 15:32:00,1.4
2013-12-05 14:31:00,2.8
2014-01-21 12:24:00,2.7
2014-02-14 13:43:00,2.3
2014-03-06 11:50:00,7.6
2014-04-22 09:51:00,7.4
2014-05-13 12:27:00,5.2
2014-05-13 12:32:00,5.0
2014-06-24 13:08:00,7.0
2014-07-22 15:40:00,3.7
2014-08-20 11:07:00,9.4
2014-09-15 12:35:00,6.5
2014-10-14 11:03:00,8.6
2014-11-10 12:02:00,1.3
2015-01-23 11:07:00,1.7
2015-02-16 10:28:00,2.8
2015-03-03 15:15:00,8.0
2015-04-07 13:07:00,37.2
2015-05-29 13:21:00,3.4
2015-06-26 12:05:00,1.8
2015-07-13 11:18:00,1.5
2015-08-27 15:51:00,6.0
2015-09-17 13:17:00,8.2
2015-10-19 14:34:00,2.8
2015-11-05 10:07:00,2.1
2015-12-16 11:27:00,2.1
2016-01-11 13:22:00,18.9
2016-01-27 13:40:00,1.1
2016-03-09 14:09:00,4.5
2016-04-06 13:27:00,44.7
2016-05-26 11:05:00,1.8
2016-06-22 12:32:00,1.6
2016-07-18 11:21:00,2.7
2016-08-11 12:07:00,3.2
2016-10-25 15:15:00,1.8
2016-11-22 13:24:00,1.8
2016-12-01 11:09:00,0.7
2016-12-15 10:39:00,0.65
2017-01-24 11:44:00,0.98
2017-02-07 14:13:00,2.5
2017-03-07 12:00:00,3.8
2017-04-27 10:13:00,2.6
2017-05-18 13:16:00,5.0
2017-06-12 12:25:00,1.2
2017-07-26 11:21:00,1.9
2017-08-17 13:02:00,2.0
2017-09-25 11:16:00,1.1
2017-10-20 11:01:00,0.84
2017-11-28 13:41:00,0.51
2017-12-14 12:16:00,3.7
2018-02-01 11:52:00,2.2
2018-02-15 10:13:00,1.8
2018-03-08 12:23:00,7.8
2018-04-20 11:33:00,17.2
2018-05-31 10:12:00,1.5
2018-06-19 13:19:00,2.7
2018-07-17 11:31:00,4.4
2018-08-23 11:28:00,2.2
2018-09-11 13:21:00,3.5
2018-10-24 12:49:00,1.8
2018-11-26 12:37:00,0.57
2018-12-18 13:33:00,0.82
2019-01-15 12:07:00,0.55
2019-02-18 11:58:00,3.1
2019-03-18 13:16:00,5.9
2019-04-29 12:41:00,16.6
2019-05-23 10:41:00,4.9
2019-06-18 12:33:00,7.6
2019-07-09 13:31:00,2.3
2019-08-19 10:52:00,2.3
2019-09-03 11:53:00,2.0
2019-10-17 10:31:00,2.3
2019-11-14 12:23:00,1.7
2019-12-02 11:59:00,0.83
2020-01-15 11:03:00,4.9
2020-02-05 12:46:00,1.5
2020-03-06 09:36:00,5.7
