dates,result
2007-10-03 12:00:00,2.71
2007-10-12 12:10:00,2.97
2007-11-28 12:20:00,3.06
2007-12-09 15:15:00,1.46
2008-02-06 11:15:00,1.94
2008-02-28 13:00:00,3.24
2008-03-17 12:00:00,0.729
2008-04-24 11:20:00,3.06
2008-06-04 11:20:00,1.97
2008-08-14 11:00:00,2.1
2008-09-09 10:55:00,2.32
2008-09-24 11:50:00,3.57
2008-10-21 12:15:00,2.88
2008-11-04 11:20:00,2.01
2008-12-02 12:30:00,2.0
2008-12-17 10:55:00,1.95
2009-01-08 11:00:00,3.09
2009-02-18 11:50:00,1.53
2009-03-05 10:30:00,1.15
2009-03-19 11:30:00,2.34
2009-05-11 12:50:00,2.95
2009-06-03 11:20:00,2.91
2009-07-14 10:15:00,2.67
2009-08-18 11:05:00,2.96
2009-09-03 10:50:00,1.87
2009-10-14 10:40:00,3.22
2009-11-06 10:50:00,2.42
2009-12-10 11:40:00,1.94
2010-01-18 10:55:00,1.05
2010-02-10 12:35:00,2.37
2010-03-11 11:35:00,2.16
2010-04-16 11:05:00,2.14
2010-12-07 12:40:00,2.37
2011-01-14 13:15:00,1.0
2011-02-10 10:45:00,2.11
2011-03-14 12:10:00,1.55
2011-04-06 11:00:00,1.9
2011-05-16 11:15:00,2.85
2011-06-02 11:15:00,2.61
2011-07-12 11:50:00,2.75
2011-08-08 10:45:00,3.0
2011-09-02 12:10:00,2.95
2011-10-07 10:40:00,3.43
2011-11-07 10:50:00,2.72
2011-12-02 11:15:00,2.71
2011-12-09 11:00:00,3.35
2012-01-05 11:45:00,1.64
2012-01-30 12:05:00,2.75
2012-02-02 10:45:00,2.69
2012-02-28 11:00:00,2.8
2012-04-10 11:00:00,2.58
2012-05-09 14:41:00,2.02
2012-06-12 11:40:00,0.522
2012-07-04 09:08:00,1.03
2012-08-07 10:42:00,0.708
2012-09-06 16:30:00,1.03
2012-10-01 11:04:00,0.674
2012-11-09 14:50:00,0.313
2012-11-20 11:17:00,0.449
2013-02-15 13:45:00,0.182
2013-02-18 12:34:00,0.196
2013-03-14 14:16:00,0.228
2013-04-03 11:07:00,0.254
2013-04-11 11:08:00,0.289
2013-04-30 01:05:00,0.285
2013-06-10 18:51:00,0.446
2013-06-28 12:37:00,0.504
2013-08-02 10:21:00,0.41
2013-09-16 15:14:00,0.906
2013-10-21 11:17:00,0.556
2013-11-11 15:32:00,0.432
2013-12-05 14:31:00,0.454
2014-01-21 12:24:00,0.204
2014-02-14 13:43:00,0.17
2014-03-06 11:50:00,0.236
2014-04-22 09:51:00,0.503
2014-05-13 12:27:00,0.463
2014-05-13 12:32:00,0.467
2014-06-24 13:08:00,0.461
2014-07-22 15:40:00,0.374
2014-08-20 11:07:00,0.366
2014-09-15 12:35:00,0.412
2014-10-14 11:03:00,0.267
2014-11-10 12:02:00,0.263
2014-12-09 11:50:00,0.235
2015-01-23 11:07:00,0.232
2015-02-16 10:28:00,0.236
2015-03-03 15:15:00,0.2
2015-04-07 13:07:00,0.175
2015-05-29 13:21:00,0.345
2015-06-26 12:05:00,0.443
2015-07-13 11:18:00,0.478
2015-08-27 15:51:00,0.236
2015-09-17 13:17:00,0.291
2015-10-19 14:34:00,0.3
2015-11-05 10:07:00,0.298
2015-12-16 11:27:00,0.313
2016-01-11 13:22:00,0.367
2016-01-27 13:40:00,0.337
2016-03-09 14:09:00,0.29
2016-04-06 13:27:00,0.236
2016-05-26 11:05:00,0.632
2016-06-22 12:32:00,0.499
2016-07-18 11:21:00,0.521
2016-08-11 12:07:00,0.539
2016-10-25 15:15:00,0.586
2016-11-22 13:24:00,0.325
2016-12-01 11:09:00,0.623
2016-12-15 10:39:00,0.814
2017-01-24 11:44:00,0.483
2017-02-07 14:13:00,0.414
2017-03-07 12:00:00,0.534
2017-04-27 10:13:00,0.563
2017-05-18 13:16:00,0.281
2017-06-12 12:25:00,0.449
2017-07-26 11:21:00,0.644
2017-08-17 13:02:00,0.556
2017-09-25 11:16:00,0.597
2017-10-20 11:01:00,0.62
2017-11-28 13:41:00,0.678
2017-12-14 12:16:00,0.29
2018-02-01 11:52:00,0.674
2018-02-15 10:13:00,0.402
2018-03-08 12:23:00,0.547
2018-04-20 11:33:00,0.91
2018-05-31 10:12:00,0.331
2018-06-19 13:19:00,0.548
2018-07-17 11:31:00,0.507
2018-08-23 11:28:00,0.443
2018-09-11 13:21:00,0.568
2018-10-24 12:49:00,0.555
2018-12-18 13:33:00,0.316
2019-01-15 12:07:00,0.514
2019-02-18 11:58:00,0.444
2019-03-18 13:16:00,0.301
2019-04-29 12:41:00,0.617
2019-05-23 10:41:00,0.562
2019-06-18 12:33:00,0.372
2019-07-09 13:31:00,0.6
2019-08-19 10:52:00,0.37
2019-09-03 11:53:00,0.58
2019-10-17 10:31:00,0.31
2019-11-14 12:23:00,0.247
2019-12-02 11:59:00,0.42
2020-01-15 11:03:00,0.25
2020-02-05 12:46:00,0.46
2020-03-06 09:36:00,0.23
2021-06-15 13:46:00,0.54
2021-07-16 12:11:00,0.38
2021-08-26 14:26:00,0.54
2021-09-17 13:45:00,0.49
2021-11-30 11:38:00,0.48
2022-01-18 10:54:00,0.55
2022-01-31 10:59:00,0.53
2022-02-25 10:05:00,0.45
2022-03-18 12:11:00,0.47
2022-04-25 13:19:00,0.46
2022-05-31 10:58:00,0.64
2022-06-24 12:50:00,0.64
2022-07-11 13:07:00,0.74
2022-08-22 11:21:00,0.54
2022-10-05 11:27:00,0.81
2022-10-28 13:37:00,0.59
2022-11-16 13:50:00,0.55
