dates,result
2013-09-16 15:14:00,34.0
2013-10-21 11:17:00,41.3
2013-11-11 15:32:00,57.9
2013-12-05 14:31:00,72.0
2014-01-21 12:24:00,68.0
2014-02-14 13:43:00,82.2
2014-03-06 11:50:00,68.3
2014-04-22 09:51:00,37.0
2014-05-13 12:27:00,44.2
2014-05-13 12:32:00,44.2
2014-06-24 13:08:00,63.5
2014-07-22 15:40:00,33.3
2014-08-20 11:07:00,56.1
2014-09-15 12:35:00,34.3
2014-10-14 11:03:00,64.6
2014-11-10 12:02:00,40.5
2014-12-09 11:50:00,49.1
2015-01-23 11:07:00,56.1
2015-02-16 10:28:00,75.2
2015-03-03 15:15:00,69.1
2015-04-07 13:07:00,76.7
2015-05-29 13:21:00,59.0
2015-06-26 12:05:00,45.2
2015-07-13 11:18:00,36.3
2015-08-27 15:51:00,72.6
2015-09-17 13:17:00,84.7
2015-10-19 14:34:00,57.1
2015-11-05 10:07:00,66.0
2015-12-16 11:27:00,74.5
2016-01-11 13:22:00,90.0
2016-01-27 13:40:00,69.0
2016-03-09 14:09:00,76.3
2016-04-06 13:27:00,77.4
2016-05-26 11:05:00,66.2
2016-06-22 12:32:00,56.1
2016-07-18 11:21:00,74.9
2016-08-11 12:07:00,72.1
2016-10-25 15:15:00,61.1
2016-11-22 13:24:00,73.7
2016-12-01 11:09:00,50.3
2016-12-15 10:39:00,48.1
2017-01-24 11:44:00,50.7
2017-02-07 14:13:00,72.7
2017-03-07 12:00:00,74.7
2017-04-27 10:13:00,92.1
2017-05-18 13:16:00,57.1
2017-06-12 12:25:00,61.8
2017-07-26 11:21:00,48.6
2017-08-17 13:02:00,58.5
2017-09-25 11:16:00,56.4
2017-10-20 11:01:00,46.9
2017-11-28 13:41:00,61.5
2017-12-14 12:16:00,81.7
2018-02-01 11:52:00,74.6
2018-02-15 10:13:00,62.1
2018-03-08 12:23:00,79.2
2018-04-20 11:33:00,80.4
2018-05-31 10:12:00,62.9
2018-06-19 13:19:00,79.7
2018-07-17 11:31:00,53.2
2018-08-23 11:28:00,57.4
2018-09-11 13:21:00,65.3
2018-10-24 12:49:00,64.4
2018-11-26 12:37:00,58.1
2018-12-18 13:33:00,78.1
2019-01-15 12:07:00,74.1
2019-02-18 11:58:00,81.3
2019-03-18 13:16:00,78.1
2019-04-29 12:41:00,76.7
2019-05-23 10:41:00,75.4
2019-06-18 12:33:00,82.7
2019-07-09 13:31:00,68.7
2019-08-19 10:52:00,66.2
2019-09-03 11:53:00,73.1
2019-10-17 10:31:00,60.2
2019-11-14 12:23:00,72.9
2019-12-02 11:59:00,78.5
2020-01-15 11:03:00,81.2
2020-02-05 12:46:00,95.8
2020-03-06 09:36:00,89.3
2021-06-15 13:46:00,81.4
2021-06-18 11:16:00,42.7
2021-07-16 12:11:00,70.7
2021-08-26 14:26:00,65.1
2021-09-17 13:45:00,60.6
2021-11-30 11:38:00,79.6
2022-01-18 10:54:00,79.8
2022-01-31 10:59:00,80.9
2022-02-25 10:05:00,82.4
2022-03-18 12:11:00,75.9
2022-04-25 13:19:00,81.1
2022-05-31 10:58:00,96.3
2022-06-24 12:50:00,70.0
2022-07-11 13:07:00,83.6
2022-08-22 11:21:00,59.7
2022-10-05 11:27:00,69.7
2022-10-28 13:37:00,55.1
2022-11-16 13:50:00,67.6
