dates,result
2019-05-30 11:09:00,3.0
2019-06-28 10:06:00,3.0
2019-10-25 08:26:00,5.9
2019-11-19 11:08:00,5.73
2019-12-02 12:36:00,5.2
2020-01-20 11:06:00,10.0
2020-01-24 11:46:00,9.3
2020-02-18 11:48:00,44.0
2020-03-06 10:09:00,80.0
2021-04-26 12:25:00,7.0
2021-05-27 11:36:00,7.4
2021-06-03 11:39:00,5.4
2021-07-26 12:30:00,23.0
2021-11-23 10:35:00,7.0
2021-11-30 10:58:00,3.6
2021-12-15 14:37:00,15.0
2022-01-18 11:47:00,6.9
2022-01-25 10:48:00,4.7
2022-01-31 12:13:00,9.0
2022-02-25 12:02:00,54.0
2022-04-25 13:25:00,4.7
2022-04-26 13:10:00,3.6
2022-08-26 10:27:00,9.5
2022-09-12 12:28:00,5.0
2022-09-16 14:14:00,15.0
2022-10-21 13:29:00,36.0
2022-11-23 12:47:00,12.0
