dates,result
2009-11-06 11:30:00,2.67
2009-12-10 12:15:00,1.39
2010-01-18 11:40:00,0.646
2010-02-10 13:15:00,1.8
2010-03-11 12:15:00,1.55
2010-04-16 11:55:00,1.53
2010-06-08 12:35:00,1.96
2010-07-02 13:50:00,2.7
2010-08-13 12:55:00,3.01
2010-09-03 13:00:00,2.52
2010-09-30 12:40:00,2.03
2010-10-15 12:10:00,2.53
2010-11-16 12:40:00,2.05
2010-12-07 13:15:00,2.27
2011-01-14 13:50:00,0.618
2011-02-10 11:35:00,2.07
2011-03-14 13:00:00,1.28
2011-04-06 11:50:00,2.09
2011-05-16 12:22:00,3.0
2011-06-02 12:05:00,2.76
2011-07-12 12:35:00,3.04
2011-08-08 11:20:00,2.0
2011-09-02 13:05:00,3.16
2011-10-07 11:10:00,3.55
2011-12-02 12:15:00,3.12
2011-12-09 11:40:00,3.17
2012-01-05 12:45:00,1.87
2012-02-02 11:20:00,2.65
2012-02-28 11:40:00,2.91
2012-04-10 11:40:00,2.83
2012-05-18 14:06:00,1.96
2012-06-12 11:38:00,0.611
2012-07-17 15:01:00,0.503
2012-08-31 12:16:00,0.877
2012-09-10 13:04:00,0.969
2012-10-24 16:28:00,0.478
2012-11-15 09:58:00,0.448
2012-11-22 17:09:00,0.453
2013-01-16 12:02:00,0.691
2013-02-28 14:43:00,0.3
2013-03-13 12:41:00,0.243
2013-04-22 11:35:00,0.313
2013-05-02 11:26:00,0.334
2013-06-17 13:54:00,0.515
2013-07-16 11:00:00,0.541
2013-08-02 11:17:00,0.457
2013-09-06 14:25:00,1.05
2013-10-04 12:17:00,1.1
2013-10-07 12:02:00,1.14
2013-11-04 11:53:00,0.971
2013-11-27 15:05:00,0.473
2014-01-16 11:25:00,0.322
2014-02-10 11:06:00,0.272
2014-03-12 11:45:00,0.289
2014-04-23 13:46:00,0.495
2014-05-13 13:20:00,0.498
2014-06-30 09:51:00,0.451
2014-07-29 14:26:00,0.456
2014-08-12 11:08:00,0.475
2014-09-08 15:04:00,0.485
2014-10-14 12:03:00,0.527
2014-11-10 11:46:00,0.344
2014-12-09 11:08:00,0.324
2015-01-26 11:07:00,0.323
2015-02-18 14:09:00,0.285
2015-03-19 12:55:00,0.281
2015-04-21 12:24:00,0.326
2015-05-12 13:57:00,0.425
2015-06-30 13:31:00,0.502
2015-08-03 12:00:00,0.43
2015-09-01 12:58:00,0.473
2015-09-25 11:45:00,0.455
2015-10-29 14:01:00,0.423
2015-11-20 11:41:00,0.291
2015-12-07 11:48:00,0.343
2016-02-18 11:21:00,0.357
2016-03-09 14:47:00,0.301
2016-04-06 12:52:00,0.3
2016-05-03 11:22:00,0.336
2016-06-22 11:14:00,0.424
2016-07-18 12:00:00,0.436
2016-08-17 12:16:00,0.565
2016-10-19 14:40:00,0.746
2016-11-15 13:58:00,0.595
2016-12-01 11:51:00,0.706
2016-12-15 10:39:00,0.908
2016-12-29 09:17:00,0.797
2017-01-24 13:11:00,0.564
2017-02-07 13:23:00,0.378
2017-03-15 12:55:00,0.684
2017-04-27 11:27:00,0.663
2017-05-17 13:19:00,0.422
2017-06-20 12:33:00,0.61
2017-07-26 10:47:00,0.692
2017-08-23 13:23:00,0.426
2017-10-10 13:44:00,0.478
2017-10-20 10:36:00,0.515
2017-11-27 13:24:00,0.654
2017-12-14 13:05:00,0.599
2018-02-01 10:59:00,0.589
2018-02-26 12:00:00,0.726
2018-03-06 13:20:00,0.498
2018-04-27 11:30:00,0.503
2018-05-31 11:02:00,0.294
2018-06-26 12:06:00,0.557
2018-07-26 11:27:00,0.68
2018-08-23 12:10:00,0.407
2018-09-18 13:13:00,0.691
2018-10-05 11:05:00,0.638
2018-11-21 13:06:00,0.514
2018-12-06 13:16:00,0.415
2019-01-10 12:27:00,0.565
2019-02-21 11:28:00,0.443
2019-02-28 12:47:00,0.534
2019-04-29 11:56:00,0.624
2019-05-30 11:09:00,0.631
2019-06-28 10:06:00,0.446
2019-10-25 08:26:00,0.42
2019-11-19 11:08:00,0.34
2020-01-20 11:06:00,0.32
2020-01-24 11:46:00,0.4
2020-02-18 11:48:00,0.32
2020-03-06 10:09:00,0.35
2021-04-26 12:25:00,0.47
2021-05-27 11:36:00,0.36
2021-06-03 11:39:00,0.56
2021-07-26 12:30:00,0.39
2021-11-23 10:35:00,0.57
2021-11-30 10:58:00,0.52
2021-12-15 14:37:00,0.48
2022-01-18 11:47:00,0.46
2022-01-25 10:48:00,0.52
2022-01-31 12:13:00,0.56
2022-02-25 12:02:00,0.39
2022-04-25 13:25:00,0.45
2022-04-26 13:10:00,0.52
2022-11-23 12:47:00,0.38
